токен,класс,k,до ближайшего,сосед свой
",",пункт,6,0.40412128857217317,True
Ġthat,служ,2,0.3858029425209209,True
.,пункт,9,0.4272168861823695,True
Ġcalled,смысл-част,2,0.43265422420375654,True
"Ġ""",пункт,5,0.2446243517078655,True
Ġbe,служ,3,0.3742184827997404,True
",""",пункт,2,0.3265415499145802,True
.,пункт,9,0.38286621609332383,True
750,пункт,1,0.7614290751623027,False
Ġa,служ,2,0.5453494296553908,True
ĠUN,смысл-редк,2,0.5069960386869844,True
Ġcolleague,смысл-редк,1,0.7330129021816643,False
Ġbut,служ,1,0.7155435086774641,False
Ġprem,смысл-редк,1,0.7767491570157636,False
Ġgood,смысл-част,1,0.7070068565118259,False
Ġsea,смысл-редк,1,0.820751998327249,False
Ġabout,служ,1,0.6703317388546817,False
Ġsee,смысл-част,1,0.5953150754174777,False
Ġres,смысл-редк,1,0.8447441258181928,False
.,пункт,9,0.26128013565447905,True
Ġfor,служ,6,0.4650090383923423,True
.,пункт,9,0.4736896549672434,True
Ġand,служ,2,0.6891246633783622,True
Ġcalled,смысл-част,2,0.43265422420375654,True
ĠShort,смысл-редк,1,0.9008068988503961,False
Ġfor,служ,6,0.4940112656266894,True
Ġbe,служ,3,0.31425004602973616,True
Ġwe,служ,1,0.7136479566142924,False
Ġwere,служ,1,0.6506794346182007,False
",",пункт,6,0.46478493070331145,True
mania,подслово,1,0.7781425245776276,False
Ġimage,смысл-част,1,0.7545830600081341,False
Ġit,служ,1,0.6667395002199323,False
Ġwould,служ,3,0.4067969798786303,True
man,подслово,1,0.668171641396602,False
",",пункт,6,1.0286597884228734,True
Ġstate,смысл-част,2,0.5334536090818329,True
Ġpress,смысл-редк,1,0.7995330225024755,False
Ġdone,служ,1,0.6131883608301723,False
Ġfail,смысл-редк,1,0.6655973451933457,False
",""",пункт,2,0.3265415499145802,True
.,пункт,9,0.8146692879927007,False
ĠTurkish,смысл-редк,1,0.7827868798755943,False
Ġhe,служ,2,0.4784290757779976,True
Ġfor,служ,6,0.38206690870161325,True
ĠMr,смысл-част,2,0.5558717871798551,True
Ġboosting,смысл-редк,1,0.6708219701894917,False
ĠFederal,смысл-редк,1,0.7868179328011062,False
Ġthe,сток,9,0.03370914864940767,True
Ġspoke,смысл-редк,1,0.6491399474924043,False
Ġon,служ,3,0.506721229173649,True
Ġfor,служ,6,0.38206690870161325,True
ĠSeveral,служ,1,0.5577375144152396,False
aird,подслово,2,0.32154713095617254,True
Ġwith,служ,2,0.5980315232319908,True
already,подслово,1,0.7469675144494231,False
.,пункт,9,0.4723335304944505,True
Ġalso,служ,1,0.6469670685504376,False
Ġhis,служ,1,0.6352852949687173,False
Ġrefugee,смысл-редк,1,0.6332433186776777,False
our,подслово,1,0.7469675144494231,False
ĠDuring,служ,1,0.823872082413321,False
Ġleader,смысл-редк,1,0.7306673533465081,False
Ġper,служ,1,0.8061023594532524,False
".""",пункт,1,0.7120351904555501,False
Ġto,служ,6,0.5719115947408915,True
Ġfelt,смысл-част,1,0.6838533057454323,False
Ġrefugees,смысл-редк,1,0.6332433186776777,False
"Ġ""",пункт,5,0.23571641469899074,True
ains,подслово,1,0.7670281274887482,False
Ġof,служ,3,0.3487798010162429,True
Ġseeing,смысл-редк,1,0.6195408589558791,False
Ġthe,служ,9,0.3486388537753814,True
Ġsaid,смысл-част,5,0.3423841822143326,True
Ġmore,служ,2,0.5030501604447091,True
Ġthe,сток,9,0.06060409488874388,True
ĠMr,смысл-част,2,0.5558717871798551,True
Ġmost,служ,1,0.7639295861961208,False
Ġstate,смысл-част,2,0.5334536090818329,True
ĠFry,смысл-редк,1,0.9136784639260062,False
Ġfor,служ,6,0.3562987837436251,True
Ġwith,служ,2,0.5980315232319908,True
ĠAustralia,смысл-редк,2,0.18085266141316864,True
Ġthe,служ,9,0.41788676525266993,True
ĠMonday,смысл-редк,1,0.7651565617561003,False
"""",пункт,1,0.6839369605365418,False
Ġpolicy,смысл-редк,1,0.7119238955711552,False
"Ġ""",пункт,5,0.23571641469899074,True
Ġby,служ,2,0.36789926404200834,True
Ġ13,пункт,1,0.900666679101082,False
berg,подслово,1,0.668171641396602,False
Ġto,служ,6,0.5639544608801856,True
Ġwould,служ,3,0.37566879215537,True
ĠPrime,смысл-редк,1,0.6856769131100654,False
",",пункт,6,0.41632290434159913,True
Ġthe,служ,9,0.48219338494033537,True
Ġwould,служ,3,0.37566879215537,True
iers,подслово,1,0.7577948539570512,False
m,подслово,2,0.39841838327319934,True
Ġcomes,смысл-част,1,0.7451601077330203,False
Ġof,служ,3,0.3487798010162429,True
't,подслово,1,0.8360851797434197,False
ulated,подслово,1,0.8106991857416244,False
Ġsaid,смысл-част,5,0.333019533289245,True
ĠLiberal,смысл-редк,1,0.7744348379026738,False
",",пункт,6,0.47231576792876934,True
ĠPremier,смысл-редк,1,0.6856769131100654,False
-,пункт,1,0.7999838625347799,False
ĠH,смысл-част,1,0.6931414418108001,False
Ġshows,смысл-редк,1,0.7572498214319747,False
izes,подслово,1,0.8229498390167733,False
Ċ,пункт,17,0.27189962895493336,True
Ġto,служ,6,0.43033811221848084,True
Ġscenarios,смысл-редк,2,0.3571843193380912,True
letons,подслово,1,0.7299285849676258,False
low,подслово,1,0.6935023796461808,False
.,пункт,11,0.24403877975249652,True
  ,пункт,3,0.1642953146496696,True
ĠHers,служ,1,0.6931414418108001,False
.,пункт,11,0.20887435031290308,True
Ġbefore,служ,1,0.9130329320209719,False
ets,подслово,1,0.5875925686476414,False
Context,подслово,1,0.6463775210297716,False
Ġmetrics,смысл-редк,1,0.8370740073364237,False
contrast,подслово,2,0.3607767736769258,True
Ġused,смысл-част,3,0.526626487619549,True
Ġare,служ,2,0.3708455894208789,True
Ġto,служ,6,0.4007720162674622,True
  ,пункт,3,0.37516488415625693,True
.,пункт,11,0.2548087968022461,True
Ġtowards,служ,1,0.7229744416316526,False
Ġidentify,смысл-редк,1,0.5082231733181921,False
Ġthe,служ,8,0.4524487087963388,True
Ġof,служ,5,0.34137192138609135,True
Ġdetected,смысл-редк,1,0.8718653453269611,False
Ċ,пункт,17,0.18838608530481318,True
actic,подслово,2,0.1838960763460762,True
xim,подслово,1,0.9031988663355709,False
Ġfilament,смысл-редк,1,0.7486933813361886,False
-,сток,6,0.03579608935953778,True
ĠThis,служ,2,0.4240663586009677,True
ma,подслово,1,0.9031988663355709,False
Ġtested,смысл-редк,1,0.5787123939775857,False
Ġnot,служ,1,0.7126584891528168,False
Ċ,пункт,17,0.16760937470966078,True
Ġmachine,смысл-част,2,0.22857128453158557,True
ĠHi,смысл-редк,1,0.7156188515480086,False
Ġinput,смысл-редк,2,0.5379817171046215,True
Ġpresent,смысл-част,1,0.7114062841441758,False
-,пункт,6,0.1338812105780184,True
with,подслово,2,0.39178636626060004,True
Ġfor,служ,2,0.5284826767801636,True
Ġrecovery,смысл-редк,1,0.7911278070986699,False
Ġnew,смысл-част,1,0.7345721878268843,False
.,пункт,11,0.19039863605729612,True
Ġmethod,смысл-част,1,0.7845171472487485,False
Ċ,пункт,17,0.19734017964242256,True
Ġthis,служ,1,0.516345712289629,False
Ġfor,служ,2,0.5284826767801636,True
Ġfrom,служ,1,0.8204936216536727,False
Ġinput,смысл-редк,2,0.5379817171046215,True
Ċ,пункт,17,0.14522496313633582,True
Ġthat,служ,2,0.42984421702997855,True
Ċ,пункт,17,0.17281254963330386,True
Ġtrained,смысл-редк,1,0.5787123939775857,False
Ċ,пункт,17,0.1894486317079773,True
Ġimportant,смысл-част,1,0.7616004472738894,False
-,пункт,6,0.1338812105780184,True
Ġas,служ,3,0.4507212740597889,True
ĠDetect,смысл-редк,1,0.8352268012033882,False
Ġimages,смысл-редк,1,0.715246850683423,False
Ġdetermine,смысл-редк,1,0.7262035554114491,False
perform,подслово,1,0.8444898887278807,False
Ġstandard,смысл-редк,1,0.8119455240081688,False
A,подслово,1,0.9054087523327785,False
Ċ,пункт,17,0.2027844235493539,True
these,подслово,1,0.5541884434402127,False
Ġeight,смысл-редк,1,0.7121036325799455,False
Ġof,служ,5,0.34137192138609135,True
Ġvalue,смысл-част,1,0.8259930115426476,False
Ġas,служ,3,0.4507212740597889,True
Ġwere,служ,1,0.6358541483189075,False
Ġallows,смысл-редк,1,0.7572498214319747,False
based,подслово,2,0.23510077661377937,True
.,пункт,11,0.21979131927875403,True
Ġsegmentation,смысл-редк,1,0.7328833311729402,False
Ġmainly,смысл-редк,1,0.7802909575010533,False
Ġ7,пункт,1,0.7970636537174652,False
Ġas,служ,3,0.4636291239766045,True
  ,пункт,3,0.1642953146496696,True
Ċ,пункт,17,0.19216378932909542,True
Ġclassification,смысл-редк,2,0.4787415679916593,True
Ġused,смысл-част,3,0.526626487619549,True
",",пункт,3,0.31448374171290283,True
Ċ,пункт,17,0.16549148466721902,True
ims,подслово,1,0.6463775210297716,False
.,пункт,11,0.20887435031290308,True
",",пункт,3,0.31448374171290283,True
Ġthe,служ,8,0.42420321685314555,True
",",пункт,3,0.5074483449417211,True
Ġplane,смысл-редк,3,0.3403435573382301,True
Ġbeen,служ,1,0.6358541483189075,False
Ġversions,смысл-редк,1,0.809237159218059,False
Ġof,служ,5,0.5230072535802133,True
ĠFil,смысл-редк,1,0.8797572998898686,False
Ġubiquitous,смысл-редк,1,0.7114062841441758,False
ĠUN,смысл-редк,2,0.5758031862882047,True
Gal,подслово,1,0.6858059192036018,False
Ġstar,смысл-част,2,0.32514326810474103,True
ary,подслово,1,0.8102290002305177,False
actic,подслово,2,0.1838960763460762,True
Ċ,пункт,17,0.16549148466721902,True
Ġlow,смысл-част,1,0.6935023796461808,False
Ġis,служ,1,0.5721786446641532,False
Ġto,служ,6,0.4007720162674622,True
2,пункт,1,0.7897922813413525,False
Ċ,пункт,17,0.17281254963330386,True
Ġreveal,смысл-редк,1,0.5082231733181921,False
.,пункт,11,0.4424694113386576,True
Ġstructures,смысл-редк,2,0.5483121209194284,False
Ġmissing,смысл-редк,1,0.7480945942169466,False
Ġscenario,смысл-редк,1,0.6503871970141778,False
Ġwith,служ,1,0.6507609338102324,False
Ġmore,служ,1,0.8103184984531613,False
Ġbest,смысл-част,1,0.7299153771360319,False
Ġthreshold,смысл-редк,1,0.8164498975192043,False
with,подслово,2,0.39178636626060004,True
Ġevaluate,смысл-редк,1,0.7574238927379366,False
Ġdifferent,смысл-част,1,0.7121036325799455,False
structures,подслово,1,0.5483121209194284,False
Ġwe,служ,1,0.4588412119581993,False
Ġpixels,смысл-редк,3,0.3747846622837752,True
Ġdepending,смысл-редк,1,0.8933055784471441,False
Ġthat,служ,2,0.42984421702997855,True
Ġlearning,смысл-част,1,0.6789445432142798,False
Ġof,служ,5,0.4294785920699107,True
Ġin,служ,2,0.659683735830659,True
.,пункт,11,0.15972089373368972,True
Ġto,служ,6,0.396426873451184,True
aments,подслово,1,0.7285953132719376,False
Ġwhole,смысл-част,1,0.7557461567992614,False
Ġscenarios,смысл-редк,2,0.3571843193380912,True
Ġpixels,смысл-редк,3,0.3724318307920884,True
ĠWe,служ,2,0.3117448544898087,True
Ġa,служ,1,0.7875138166952942,False
Ġmachine,смысл-част,2,0.22857128453158557,True
the,подслово,1,0.6688204569671649,False
Ġfilaments,смысл-редк,1,0.6398986724122163,False
Ġare,служ,2,0.3708455894208789,True
Ġto,служ,6,0.7779385874044524,True
et,подслово,2,0.2532910500208445,True
ast,подслово,1,0.9182843657976915,False
Ġthese,служ,1,0.5541884434402127,False
Ġway,смысл-част,1,0.8276864625185987,False
Ġthe,служ,8,0.39086961091788547,True
Ġthe,сток,8,0.10580800042013866,False
Ġsupervised,смысл-редк,2,0.20103379974318877,True
Ġand,служ,1,0.7557136936536508,False
et,подслово,2,0.2532910500208445,True
Ġof,служ,5,0.4959515254579993,True
contrast,подслово,2,0.3607767736769258,True
Ġstudy,смысл-част,2,0.6677055600717252,True
based,подслово,2,0.23510077661377937,True
ical,подслово,1,0.8414260676458802,False
-,пункт,6,0.4219505650347366,True
Ġcreate,смысл-редк,1,0.7262035554114491,False
Ġpixels,смысл-редк,3,0.3724318307920884,True
ing,подслово,1,0.7677145034623493,False
Ġmasks,смысл-редк,1,0.7307231537857278,False
Ġthe,служ,8,0.39086961091788547,True
Ċ,пункт,17,0.2027844235493539,True
Results,подслово,1,0.9733870916382039,False
pers,подслово,1,0.8444898887278807,False
Ġthe,служ,8,0.42420321685314555,True
Ġplane,смысл-редк,3,0.37082077549003223,True
Ġsupervised,смысл-редк,2,0.20103379974318877,True
-,сток,6,0.03579608935953778,True
Ġclassification,смысл-редк,2,0.4787415679916593,True
Ġ(,пункт,1,0.7072539287310258,False
ĠUN,смысл-редк,2,0.5758031862882047,True
Ġto,служ,6,0.396426873451184,True
ĠWe,служ,2,0.3117448544898087,True
Ġthe,сток,8,0.11880497899438183,True
concept,подслово,1,0.8885549337985185,False
.,пункт,11,0.39353407939008567,True
Ċ,пункт,17,0.2003569105835815,True
Ġhave,служ,1,0.610231866405806,False
Ġcan,служ,1,0.6729288501361267,False
),пункт,1,0.7029417004552654,False
Ġplane,смысл-редк,3,0.3403435573382301,True
Ċ,пункт,17,0.16760937470966078,True
Ċ,пункт,17,0.23950271781676138,True
Ġstudy,смысл-част,2,0.6677055600717252,True
.,пункт,11,0.21979131927875403,True
Ġbranches,смысл-редк,1,0.7028731074379941,False
Ġin,служ,2,0.659683735830659,True
ĠGalactic,смысл-редк,1,0.5266841295216617,False
Ġincluding,смысл-част,1,0.8168782699668959,False
ĠThis,служ,2,0.4240663586009677,True
Ġspine,смысл-редк,1,0.7028731074379941,False
Ġstar,смысл-част,2,0.32514326810474103,True
-,пункт,6,0.47562696202160304,True
of,подслово,1,0.7095682988840207,False
.,пункт,11,0.15972089373368972,True
Ġstructures,смысл-редк,2,0.5648177442546086,True
Ġthe,служ,8,0.417523243490043,True
Ġused,смысл-част,3,0.7198197355626973,True
Ċ,пункт,17,0.14522496313633582,True
ĠGalaxy,смысл-редк,1,0.5266841295216617,False
Ġmethod,смысл-част,2,0.359855361684953,True
Ċ,пункт,11,0.16053256650189737,True
Ġa,служ,2,0.5358036883809492,True
Ġlow,смысл-част,2,0.3802954347800661,True
Ġdepending,смысл-редк,1,0.8759202568738301,False
.,сток,11,0.10912323950892466,False
.,пункт,11,0.313897681493855,True
ma,подслово,1,0.9090599328240795,False
input,подслово,1,0.7691168924443212,False
Ġbefore,служ,1,0.8146833668063721,False
Ġstructures,смысл-редк,3,0.30479822690793495,True
Ġthroughout,смысл-редк,1,0.7215356585692392,False
Ġthe,служ,7,0.4202326484525639,True
Ġexplore,смысл-редк,1,0.7819408490772706,False
-,пункт,7,0.13474999674018817,True
",",пункт,6,0.3165244994999586,True
.,пункт,11,0.36652275200780926,True
Ġfilaments,смысл-редк,2,0.38720915302250325,True
.,пункт,11,0.16075735958043644,True
Ġcan,служ,2,0.18790465919447752,True
Ġplus,смысл-редк,1,0.8457688469695371,False
Ġtwo,смысл-част,1,0.6372514768388612,False
ĠFil,смысл-редк,1,0.8849861270262049,False
Ċ,пункт,11,0.16053256650189737,True
ets,подслово,1,0.5914055928235573,False
Ġvalue,смысл-част,1,0.8378241033296755,False
Ġallows,смысл-редк,1,0.8036035624279505,False
Ġthe,служ,7,0.42695596970889566,True
.,пункт,11,0.16075735958043644,True
Ġrobustness,смысл-редк,1,0.6823857010270385,False
Ġwe,служ,2,0.4334823596184771,True
Ġwere,служ,2,0.5112593005574589,True
Ġske,смысл-редк,1,0.8564582941346472,False
under,подслово,1,0.8363984887327203,False
structures,подслово,2,0.2632033608434144,True
Ġcolumn,смысл-редк,1,0.7485150399034592,False
ĠH,смысл-част,1,0.7485150399034592,False
-,пункт,7,0.23137934571253677,True
.,пункт,11,0.1916341768743265,True
that,подслово,1,0.4790385245900777,False
learning,подслово,1,0.46599258015020895,False
Ġthe,служ,7,0.3786903969950393,True
",",пункт,6,0.281216814847113,True
ĠUN,смысл-редк,1,0.8470520925283747,False
Ċ,пункт,11,0.19489215653422123,True
Ġstar,смысл-част,2,0.3272531980256947,True
Ġthey,служ,1,0.6725586268392064,False
Ġstructures,смысл-редк,3,0.30479822690793495,True
et,подслово,2,0.2549347142684973,True
Ġand,служ,4,0.47540560491009454,True
Ċ,пункт,11,0.18777705263990133,True
  ,пункт,1,0.8030768541730706,False
Ġextracted,смысл-редк,1,0.8053273505788895,False
Ġnetworks,смысл-редк,1,0.7223056399141542,False
Ġdetection,смысл-редк,1,0.8018769672389008,False
Ġthis,служ,1,0.5196963991245939,False
ast,подслово,1,0.940094812505928,False
ary,подслово,3,0.19453732200423113,True
Ġthese,служ,2,0.2602147301827127,True
Ġlow,смысл-част,2,0.3802954347800661,True
Ġin,служ,2,0.6353244002124618,False
Ġkey,смысл-част,1,0.7066600651880854,False
Ġfilaments,смысл-редк,2,0.38720915302250325,True
Ġthat,служ,4,0.2845316879401653,True
Ġto,служ,3,0.3989993791857801,True
Ġof,служ,4,0.5224724456267105,True
Ġwe,служ,2,0.4334823596184771,True
ĠThis,служ,2,0.42681822335184366,True
Ġprocess,смысл-част,1,0.7568898406822625,False
ĠThe,служ,2,0.31177471638124576,True
.,пункт,11,0.24562240387694537,True
Ġhave,служ,1,0.650857580276858,False
Ġthreshold,смысл-редк,1,0.8217480298710645,False
",",пункт,6,0.36981387790876796,True
-,пункт,7,0.13474999674018817,True
izes,подслово,1,0.8219304231440584,False
Ġ(,пункт,1,0.7118434631680756,False
Ġwhether,служ,1,0.7997283354249541,False
Ġto,служ,3,0.3989993791857801,True
Ġdata,смысл-част,2,0.4941562828804459,True
Ġon,служ,1,0.7564104942172123,False
Ġof,служ,4,0.39354278874832627,True
Ġwere,служ,2,0.5112593005574589,True
Ġclassification,смысл-редк,2,0.4818482328308171,True
Ġis,служ,1,0.5758916443197964,False
Ġlearning,смысл-част,1,0.46599258015020895,False
A,подслово,1,0.9112841592829998,False
Ġ7,пункт,1,0.7314127976799732,False
ary,подслово,3,0.23249497128009328,True
ĠWe,служ,1,0.4343915328132431,False
ĠGalactic,смысл-редк,1,0.5301019047388659,False
Ġfrom,служ,1,0.8258179946673592,False
Ġclassifying,смысл-редк,1,0.6778272018468008,False
chel,подслово,1,0.7952195776598113,False
Ċ,пункт,11,0.25874082059850256,True
Ġnever,служ,1,0.7490322605712164,False
standing,подслово,1,0.8363984887327203,False
Ġand,служ,4,0.4823805865331938,True
Ġin,служ,2,0.6537531769569157,True
sp,подслово,1,0.8256084910385956,False
ĠThis,служ,2,0.42681822335184366,True
Ġdensity,смысл-редк,1,0.7308355477580506,False
Ċ,пункт,11,0.20260008084341982,True
Ġrecovery,смысл-редк,1,0.6823857010270385,False
Ġimage,смысл-част,1,0.735967217780239,False
Ġand,служ,4,0.47540560491009454,True
Ġus,служ,1,0.5165297746637943,False
Ġto,служ,3,0.7829868109515576,True
Ċ,пункт,11,0.17479167972404291,True
Ġfor,служ,1,0.6778992312693742,False
Ġthe,служ,7,0.3786903969950393,True
Ġplane,смысл-редк,2,0.28482557743463705,True
Ġare,служ,2,0.44703153845056864,True
Ġsupervised,смысл-редк,1,0.7332327987548166,False
Ġdetermine,смысл-редк,1,0.8126489516138216,False
Ġpixels,смысл-редк,2,0.37484862714123085,True
Ġubiquitous,смысл-редк,1,0.833185811076659,False
Ġan,служ,1,0.6420160579704206,False
Ġare,служ,2,0.44703153845056864,True
Ġfilament,смысл-редк,1,0.6631751256711023,False
Ġuse,смысл-част,1,0.7487864632582598,False
density,подслово,1,0.7308355477580506,False
Ċ,пункт,11,0.189608566214207,True
We,подслово,1,0.4343915328132431,False
Ġdifferent,смысл-част,1,0.778389070389032,False
Ġclassification,смысл-редк,2,0.4818482328308171,True
et,подслово,2,0.2549347142684973,True
Ġand,служ,4,0.4823805865331938,True
-,сток,7,0.028979710473079418,False
Ġmethod,смысл-част,2,0.359855361684953,True
Ġobtained,смысл-редк,1,0.8053273505788895,False
Ġoffers,смысл-редк,1,0.7099736550168596,False
Ġthat,служ,4,0.4530231060859759,True
structures,подслово,2,0.2632033608434144,True
Ġreliable,смысл-редк,1,0.7471704793257836,False
Ġthat,служ,4,0.23965429389354675,True
Ġcan,служ,2,0.18790465919447752,True
Ġwhich,служ,2,0.7129593467004887,True
Ċ,пункт,11,0.189608566214207,True
aments,подслово,1,0.6999545496611306,False
.,сток,11,0.019782484925000312,False
Ġof,служ,4,0.39354278874832627,True
-,сток,7,0.03602837846837607,True
Ġwhich,служ,2,0.7129593467004887,True
xim,подслово,1,0.9090599328240795,False
",",пункт,6,0.2849742435704268,True
Ċ,пункт,11,0.25874082059850256,True
.,пункт,11,0.21814660356204638,True
Ġimportant,смысл-част,1,0.7066600651880854,False
Ġas,служ,3,0.47983117221416977,True
.,пункт,11,0.21814660356204638,True
Ġtherefore,служ,1,0.7434293968350979,False
Ġpixel,смысл-редк,1,0.6057200874282345,False
Ġof,служ,4,0.5224724456267105,True
Ġthe,служ,7,0.42031403059543415,True
Ġpixels,смысл-редк,2,0.37484862714123085,True
Ġas,служ,3,0.42927666513630913,True
Ġthat,служ,4,0.23965429389354675,True
Context,подслово,1,0.825101786098946,False
Ġplane,смысл-редк,2,0.28482557743463705,True
Conclusions,подслово,1,0.8674134561128585,False
Ġby,служ,1,0.8061097548147496,False
Ġstructures,смысл-редк,3,0.5684829773238181,True
Ġinput,смысл-редк,1,0.7507187168391876,False
",",пункт,6,0.281216814847113,True
Ġstar,смысл-част,2,0.3272531980256947,True
Ġbackground,смысл-редк,1,0.6761903792613787,False
ary,подслово,3,0.19453732200423113,True
Ġtraining,смысл-част,2,0.6862672437143852,True
Ġa,служ,2,0.5358036883809492,True
Ġtrained,смысл-редк,1,0.7669212400377062,False
Ċ,пункт,11,0.17479167972404291,True
bel,подслово,1,0.9585150364454864,False
pers,подслово,1,0.9243844596349567,False
Ġthe,сток,7,0.019782484925000312,False
Ġtowards,служ,1,0.6778992312693742,False
Ġthe,служ,7,0.42695596970889566,True
-,пункт,7,0.47871341546174745,True
ĠGalaxy,смысл-редк,1,0.5301019047388659,False
ing,подслово,1,0.8111252210186687,False
),пункт,2,0.3690747683631727,True
ĠThe,служ,2,0.31177471638124576,True
",",пункт,6,0.4370686151315091,True
concept,подслово,1,0.9436098071688491,False
Ġ2,пункт,1,0.6372514768388612,False
Ġtraining,смысл-част,2,0.6862672437143852,True
Methods,подслово,1,0.8674134561128585,False
Ġdata,смысл-част,2,0.4941562828804459,True
Ġsegmentation,смысл-редк,1,0.7630749013527482,False
Ġthese,служ,2,0.2602147301827127,True
Ġwith,служ,1,0.6613859748983283,False
.,пункт,11,0.44534069775812435,True
ĠNew,смысл-част,1,0.8826944492756821,False
),пункт,2,0.3690747683631727,True
actic,подслово,1,0.599552558603137,False
Ġused,смысл-част,1,0.805923004589238,False
low,подслово,1,0.6980026770984309,False
-,пункт,7,0.23137934571253677,True
ine,подслово,1,0.8256084910385956,False
Ġas,служ,3,0.42927666513630913,True
with,подслово,1,0.6613859748983283,False
Ġplane,смысл-редк,4,0.2841539295458522,True
Ġcan,служ,2,0.18746156075936676,True
Ġfilament,смысл-редк,2,0.255895709667129,True
-,пункт,3,0.4775845601892548,True
Ċ,пункт,18,0.16617261894474092,True
Ġas,служ,3,0.4655373411216312,True
Ġimages,смысл-редк,2,0.47345149041504603,True
.,пункт,11,0.3951537974763946,True
.,пункт,11,0.19832662910118676,True
Ġstar,смысл-част,1,0.7878450932803511,False
Ġreveal,смысл-редк,1,0.5103149318438593,False
Ġto,служ,3,0.7648455544023348,True
sp,подслово,1,0.7978433405021346,False
Ġas,служ,3,0.45257636473099655,True
Ġbeen,служ,1,0.6170113461809262,False
ĠUN,смысл-редк,3,0.23456156197165037,True
Ġallows,смысл-редк,2,0.3533117878636078,True
xim,подслово,1,1.0345102633379883,False
Ġshows,смысл-редк,1,0.7603665304944491,False
Ċ,пункт,18,0.19022836945185825,True
Ċ,пункт,18,0.20118154491332535,True
Ġimage,смысл-част,1,0.6695007244290196,False
Ġthese,служ,2,0.2596011171928539,True
Ġidentify,смысл-редк,1,0.5103149318438593,False
rophys,подслово,1,0.9063281491686788,False
Ċ,пункт,18,0.1728423113450659,True
Ġfilaments,смысл-редк,3,0.4112231922744997,True
Ġthese,служ,2,0.2596011171928539,True
Ġus,служ,1,0.5113842957956649,False
Ġway,смысл-част,1,0.8105168284979706,False
Ġpixel,смысл-редк,1,0.6042917374128323,False
Ġinput,смысл-редк,2,0.5401959566404919,True
ĠWe,служ,2,0.31302794229738423,True
Ġto,служ,3,0.45179987376595476,True
Ġtowards,служ,1,0.6763006754388488,False
with,подслово,1,0.7010903904288698,False
Ġfactor,смысл-редк,1,0.893333136941671,False
Ġseen,смысл-част,1,0.7215565438173436,False
ĠWe,служ,2,0.31302794229738423,True
input,подслово,1,0.7234676820204474,False
Ġmachine,смысл-част,1,0.666105104223063,False
Ġproduced,смысл-редк,1,0.7367940552692219,False
contrast,подслово,1,0.9458956372399608,False
Ġwe,служ,1,0.5113842957956649,False
ĠDetect,смысл-редк,1,0.8386644500041623,False
Ċ,пункт,18,0.18322621670039374,True
Ġtraining,смысл-част,1,0.7505100660708812,False
",",пункт,2,0.32684408837616524,True
letons,подслово,1,0.722337863586355,False
-,сток,3,0.00947245472736581,False
Ġplus,смысл-редк,2,0.35755656412944486,True
Ġfor,служ,2,0.5279546263390923,True
  ,пункт,3,0.376708997817665,True
Ġand,служ,2,0.48124308369565405,True
GAL,подслово,1,0.6778065198300561,False
Ġof,служ,4,0.44978839226214096,True
Ġobtained,смысл-редк,1,0.7367940552692219,False
Ċ,пункт,18,0.24665733869662654,True
Ġcreate,смысл-редк,1,0.7640579901351452,False
.,сток,11,0.02752091423411774,False
Ġstructures,смысл-редк,2,0.2899869881176434,True
Ġwhole,смысл-част,1,0.7294490621759845,False
Ġnew,смысл-част,1,0.7697637112692838,False
Ġbackground,смысл-редк,1,0.6948212642705308,False
Ġ(,пункт,2,0.354736831415696,True
Ġincluding,смысл-част,1,0.7653696552734387,False
Ġsupervised,смысл-редк,1,0.666105104223063,False
Ġfilament,смысл-редк,2,0.255895709667129,True
Ġthe,служ,8,0.3719546273286473,True
  ,пункт,3,0.23906756431963747,True
concept,подслово,1,0.958424342937889,False
Ġnot,служ,1,0.715591668017609,False
Ġtogether,смысл-част,1,0.7653696552734387,False
Ġwhether,служ,1,0.8094862589467906,False
Ġpixels,смысл-редк,2,0.37396469567938356,True
aments,подслово,1,0.7315940853435596,False
.,пункт,11,0.32384487535918943,True
Ġis,служ,1,0.6162333797356909,False
Ġby,служ,1,0.7622218626065937,False
Ġsegmentation,смысл-редк,1,0.7612754925668718,False
Ġimages,смысл-редк,2,0.47345149041504603,True
Ċ,пункт,18,0.25709504927724613,True
Ġof,служ,4,0.33473884332620574,True
Ġdetermine,смысл-редк,1,0.7640579901351452,False
Ċ,пункт,18,0.24048846950660022,True
Ġpresent,смысл-част,1,0.7143343091501119,False
Ġare,служ,2,0.4058644353717207,True
Ġthat,служ,2,0.6792912095433813,False
Ġinput,смысл-редк,2,0.5401959566404919,True
low,подслово,1,0.8893180243949348,False
Ġin,служ,2,0.6912364170804826,False
Ġand,служ,2,0.48124308369565405,True
Ġplane,смысл-редк,4,0.3424833929275589,True
Ċ,пункт,18,0.14901147508649668,True
Ġwere,служ,2,0.5100536987539489,True
Ġtwo,смысл-част,1,0.6656656199530631,False
by,подслово,1,0.7622218626065937,False
Ġthan,служ,1,0.8626391689778484,False
Ġcolumn,смысл-редк,1,0.7454401700723277,False
actic,подслово,1,0.7739724928415499,False
.,пункт,11,0.32384487535918943,True
Ġbranches,смысл-редк,1,0.6512502086300479,False
Ġthe,сток,8,0.11061292261501797,False
Ġclassifying,смысл-редк,1,0.8173159227115,False
Ġof,служ,4,0.33473884332620574,True
