набор,текст,условие,beta,q*
LLM,coling::3bec38ad-9c98-4004-95a3-5b24858e7401,художественный стиль,0.9079291523262861,0.20833333333333334
LLM,coling::3bec38ad-9c98-4004-95a3-5b24858e7401,анафора,0.7967127350270905,0.4033333333333333
LLM,coling::3bec38ad-9c98-4004-95a3-5b24858e7401,поле: значение,0.8460051100634683,0.36500000000000005
LLM,coling::3bec38ad-9c98-4004-95a3-5b24858e7401,перемешивание,0.7944226031248758,0.37333333333333335
LLM,coling::3bec38ad-9c98-4004-95a3-5b24858e7401,чужие хапаксы,0.8510425257354828,0.32
LLM,coling::365ba259-c2eb-480e-84d9-eab251a43b47,исходный,0.830978701507818,0.34833333333333333
LLM,coling::365ba259-c2eb-480e-84d9-eab251a43b47,тема вписана,0.8483437613361691,0.315
LLM,coling::365ba259-c2eb-480e-84d9-eab251a43b47,беднее словарь,0.8068675974609526,0.37333333333333335
LLM,coling::365ba259-c2eb-480e-84d9-eab251a43b47,без синонимов,0.801045520176788,0.3983333333333334
LLM,coling::365ba259-c2eb-480e-84d9-eab251a43b47,термин в той же обёртке,0.8211693181974189,0.3583333333333334
LLM,coling::365ba259-c2eb-480e-84d9-eab251a43b47,богаче словарь,0.9283304870112362,0.18666666666666665
LLM,coling::365ba259-c2eb-480e-84d9-eab251a43b47,ни одного слова дважды,0.9107212245292585,0.215
LLM,coling::365ba259-c2eb-480e-84d9-eab251a43b47,редкие синонимы,0.8331679406656161,0.34
LLM,coling::365ba259-c2eb-480e-84d9-eab251a43b47,художественный стиль,0.8968570825858846,0.26166666666666666
LLM,coling::365ba259-c2eb-480e-84d9-eab251a43b47,анафора,0.7969850819335004,0.45333333333333337
LLM,coling::365ba259-c2eb-480e-84d9-eab251a43b47,поле: значение,0.8196149115613979,0.355
LLM,coling::365ba259-c2eb-480e-84d9-eab251a43b47,перемешивание,0.8425938843559765,0.32666666666666666
LLM,coling::365ba259-c2eb-480e-84d9-eab251a43b47,чужие хапаксы,0.8452075982870025,0.3233333333333333
LLM,coling::17ad7e76-2fa1-4c9b-a42b-44a53287fb2e,исходный,0.8379329749767895,0.32833333333333337
LLM,coling::17ad7e76-2fa1-4c9b-a42b-44a53287fb2e,тема вписана,0.8376384323610916,0.33166666666666667
LLM,coling::17ad7e76-2fa1-4c9b-a42b-44a53287fb2e,меньше мыслей,0.7347797085431195,0.5166666666666667
LLM,coling::17ad7e76-2fa1-4c9b-a42b-44a53287fb2e,одна тема,0.8414254745494651,0.3283333333333333
LLM,coling::17ad7e76-2fa1-4c9b-a42b-44a53287fb2e,беднее словарь,0.8172822174875117,0.345
LLM,coling::17ad7e76-2fa1-4c9b-a42b-44a53287fb2e,без синонимов,0.823096820608685,0.34
LLM,coling::17ad7e76-2fa1-4c9b-a42b-44a53287fb2e,термин в той же обёртке,0.8137794971125795,0.34833333333333333
LLM,coling::17ad7e76-2fa1-4c9b-a42b-44a53287fb2e,богаче словарь,0.8426881790769785,0.305
LLM,coling::17ad7e76-2fa1-4c9b-a42b-44a53287fb2e,ни одного слова дважды,0.8642764387498404,0.25666666666666665
LLM,coling::17ad7e76-2fa1-4c9b-a42b-44a53287fb2e,редкие синонимы,0.8469456807222677,0.3
LLM,coling::17ad7e76-2fa1-4c9b-a42b-44a53287fb2e,художественный стиль,0.870331873080544,0.2733333333333334
LLM,coling::17ad7e76-2fa1-4c9b-a42b-44a53287fb2e,анафора,0.7851001109477331,0.46
LLM,coling::17ad7e76-2fa1-4c9b-a42b-44a53287fb2e,поле: значение,0.8420212094201031,0.32666666666666666
LLM,coling::17ad7e76-2fa1-4c9b-a42b-44a53287fb2e,перемешивание,0.8284203864289612,0.3333333333333333
LLM,coling::17ad7e76-2fa1-4c9b-a42b-44a53287fb2e,чужие хапаксы,0.8308010920323219,0.33499999999999996
LLM,coling::bd4df89c-701f-407b-9fc6-2c51aa5be36c,исходный,0.8688877698984921,0.2683333333333333
LLM,coling::bd4df89c-701f-407b-9fc6-2c51aa5be36c,меньше мыслей,0.785603638234916,0.37166666666666665
LLM,coling::bd4df89c-701f-407b-9fc6-2c51aa5be36c,одна тема,0.8485546808626164,0.3
LLM,coling::bd4df89c-701f-407b-9fc6-2c51aa5be36c,беднее словарь,0.8347230558913288,0.3333333333333333
LLM,coling::bd4df89c-701f-407b-9fc6-2c51aa5be36c,термин в той же обёртке,0.8389598715764225,0.32
LLM,coling::bd4df89c-701f-407b-9fc6-2c51aa5be36c,богаче словарь,0.8610851720996792,0.26666666666666666
LLM,coling::bd4df89c-701f-407b-9fc6-2c51aa5be36c,редкие синонимы,0.8742186771552577,0.25333333333333335
LLM,coling::bd4df89c-701f-407b-9fc6-2c51aa5be36c,художественный стиль,0.8579692984748073,0.28833333333333333
LLM,coling::bd4df89c-701f-407b-9fc6-2c51aa5be36c,анафора,0.8161329682878885,0.38999999999999996
LLM,coling::bd4df89c-701f-407b-9fc6-2c51aa5be36c,поле: значение,0.8529160125350609,0.29666666666666663
LLM,coling::bd4df89c-701f-407b-9fc6-2c51aa5be36c,перемешивание,0.8556863856794307,0.295
LLM,coling::bd4df89c-701f-407b-9fc6-2c51aa5be36c,чужие хапаксы,0.8572599139117019,0.2933333333333333
LLM,coling::4b504a77-e4f6-447f-996a-b39d54b5c54c,исходный,0.8450846412569645,0.31666666666666665
LLM,coling::4b504a77-e4f6-447f-996a-b39d54b5c54c,тема вписана,0.8615141508001062,0.28833333333333333
LLM,coling::4b504a77-e4f6-447f-996a-b39d54b5c54c,меньше мыслей,0.774615440115291,0.4166666666666667
LLM,coling::4b504a77-e4f6-447f-996a-b39d54b5c54c,одна тема,0.8202236342178405,0.35666666666666663
LLM,coling::4b504a77-e4f6-447f-996a-b39d54b5c54c,беднее словарь,0.8229707300298691,0.36000000000000004
LLM,coling::4b504a77-e4f6-447f-996a-b39d54b5c54c,без синонимов,0.7894066485592256,0.385
LLM,coling::4b504a77-e4f6-447f-996a-b39d54b5c54c,термин в той же обёртке,0.8084758011408476,0.36000000000000004
LLM,coling::4b504a77-e4f6-447f-996a-b39d54b5c54c,каждое предложение о своём,0.8956639735189302,0.22999999999999998
LLM,coling::4b504a77-e4f6-447f-996a-b39d54b5c54c,богаче словарь,0.8685910927457372,0.275
LLM,coling::4b504a77-e4f6-447f-996a-b39d54b5c54c,ни одного слова дважды,0.8630684505647109,0.2733333333333334
LLM,coling::4b504a77-e4f6-447f-996a-b39d54b5c54c,редкие синонимы,0.847008920305285,0.29833333333333334
LLM,coling::4b504a77-e4f6-447f-996a-b39d54b5c54c,художественный стиль,0.8664971571824993,0.26166666666666666
LLM,coling::4b504a77-e4f6-447f-996a-b39d54b5c54c,анафора,0.8441336744735543,0.31
LLM,coling::4b504a77-e4f6-447f-996a-b39d54b5c54c,поле: значение,0.8172986899484252,0.35000000000000003
LLM,coling::4b504a77-e4f6-447f-996a-b39d54b5c54c,перемешивание,0.8432740503538158,0.30666666666666664
LLM,coling::4b504a77-e4f6-447f-996a-b39d54b5c54c,чужие хапаксы,0.8513684154631491,0.2916666666666667
LLM,coling::ef2146c2-c9fe-4563-b26a-b39f1bb94bdd,исходный,0.8113353314111142,0.355
LLM,coling::ef2146c2-c9fe-4563-b26a-b39f1bb94bdd,тема вписана,0.8468076376687727,0.3116666666666667
LLM,coling::ef2146c2-c9fe-4563-b26a-b39f1bb94bdd,меньше мыслей,0.5712750010158968,0.6266666666666666
LLM,coling::ef2146c2-c9fe-4563-b26a-b39f1bb94bdd,одна тема,0.7898169114326713,0.39833333333333326
LLM,coling::ef2146c2-c9fe-4563-b26a-b39f1bb94bdd,беднее словарь,0.7695462537341687,0.42
LLM,coling::ef2146c2-c9fe-4563-b26a-b39f1bb94bdd,без синонимов,0.7738370166709873,0.44166666666666665
LLM,coling::ef2146c2-c9fe-4563-b26a-b39f1bb94bdd,каждое предложение о своём,0.8593817678546175,0.3033333333333333
LLM,coling::ef2146c2-c9fe-4563-b26a-b39f1bb94bdd,богаче словарь,0.8215953501174383,0.33666666666666667
LLM,coling::ef2146c2-c9fe-4563-b26a-b39f1bb94bdd,ни одного слова дважды,0.8272760381504559,0.33
LLM,coling::ef2146c2-c9fe-4563-b26a-b39f1bb94bdd,редкие синонимы,0.8134417356680724,0.34
LLM,coling::ef2146c2-c9fe-4563-b26a-b39f1bb94bdd,художественный стиль,0.8870528519466644,0.24500000000000002
LLM,coling::ef2146c2-c9fe-4563-b26a-b39f1bb94bdd,анафора,0.8092755224221637,0.4033333333333333
LLM,coling::ef2146c2-c9fe-4563-b26a-b39f1bb94bdd,поле: значение,0.7991981395707305,0.38833333333333336
LLM,coling::ef2146c2-c9fe-4563-b26a-b39f1bb94bdd,перемешивание,0.7933503052204971,0.36999999999999994
LLM,coling::ef2146c2-c9fe-4563-b26a-b39f1bb94bdd,чужие хапаксы,0.808330059357354,0.3666666666666667
LLM,coling::a1534ce8-2639-4c7c-b509-3d430b55cf97,исходный,0.8251437278056031,0.35333333333333333
LLM,coling::a1534ce8-2639-4c7c-b509-3d430b55cf97,тема вписана,0.846485197060978,0.3233333333333333
LLM,coling::a1534ce8-2639-4c7c-b509-3d430b55cf97,меньше мыслей,0.660848607858215,0.5216666666666666
LLM,coling::a1534ce8-2639-4c7c-b509-3d430b55cf97,одна тема,0.8238309636706638,0.3566666666666667
LLM,coling::a1534ce8-2639-4c7c-b509-3d430b55cf97,беднее словарь,0.7967392773041618,0.37833333333333335
LLM,coling::a1534ce8-2639-4c7c-b509-3d430b55cf97,без синонимов,0.7871797214348623,0.4266666666666667
LLM,coling::a1534ce8-2639-4c7c-b509-3d430b55cf97,термин в той же обёртке,0.8160547538531384,0.345
LLM,coling::a1534ce8-2639-4c7c-b509-3d430b55cf97,каждое предложение о своём,0.868207353930127,0.2866666666666667
LLM,coling::a1534ce8-2639-4c7c-b509-3d430b55cf97,богаче словарь,0.8660336452553058,0.2916666666666667
LLM,coling::a1534ce8-2639-4c7c-b509-3d430b55cf97,ни одного слова дважды,0.8309445420955256,0.3416666666666666
LLM,coling::a1534ce8-2639-4c7c-b509-3d430b55cf97,редкие синонимы,0.8638382378370147,0.2916666666666667
LLM,coling::a1534ce8-2639-4c7c-b509-3d430b55cf97,художественный стиль,0.8596411936452726,0.3016666666666667
LLM,coling::a1534ce8-2639-4c7c-b509-3d430b55cf97,анафора,0.7999638939025299,0.39999999999999997
LLM,coling::a1534ce8-2639-4c7c-b509-3d430b55cf97,поле: значение,0.7373106557258104,0.46666666666666673
LLM,coling::a1534ce8-2639-4c7c-b509-3d430b55cf97,перемешивание,0.8320240997850005,0.3383333333333334
LLM,coling::a1534ce8-2639-4c7c-b509-3d430b55cf97,чужие хапаксы,0.8359919142695809,0.33
LLM,coling::49a2d576-81e8-4b16-889d-beb4a986f322,исходный,0.7864944269961688,0.39166666666666666
LLM,coling::49a2d576-81e8-4b16-889d-beb4a986f322,тема вписана,0.8068541791169807,0.37166666666666665
LLM,coling::49a2d576-81e8-4b16-889d-beb4a986f322,меньше мыслей,0.6869180459818957,0.5566666666666666
LLM,coling::49a2d576-81e8-4b16-889d-beb4a986f322,одна тема,0.7865860986112253,0.4116666666666666
LLM,coling::49a2d576-81e8-4b16-889d-beb4a986f322,беднее словарь,0.7870628873952875,0.38833333333333336
LLM,coling::49a2d576-81e8-4b16-889d-beb4a986f322,без синонимов,0.746355152910945,0.47333333333333333
LLM,coling::49a2d576-81e8-4b16-889d-beb4a986f322,термин в той же обёртке,0.7610506940725031,0.4266666666666667
LLM,coling::49a2d576-81e8-4b16-889d-beb4a986f322,каждое предложение о своём,0.8833500134591312,0.26166666666666666
LLM,coling::49a2d576-81e8-4b16-889d-beb4a986f322,богаче словарь,0.8031745898748297,0.37000000000000005
LLM,coling::49a2d576-81e8-4b16-889d-beb4a986f322,ни одного слова дважды,0.8504736860697104,0.29666666666666663
LLM,coling::49a2d576-81e8-4b16-889d-beb4a986f322,редкие синонимы,0.8220715142794622,0.345
LLM,coling::49a2d576-81e8-4b16-889d-beb4a986f322,художественный стиль,0.8549538297849067,0.305
LLM,coling::49a2d576-81e8-4b16-889d-beb4a986f322,анафора,0.7829832725646734,0.40499999999999997
LLM,coling::49a2d576-81e8-4b16-889d-beb4a986f322,поле: значение,0.8005139947717669,0.38000000000000006
LLM,coling::49a2d576-81e8-4b16-889d-beb4a986f322,перемешивание,0.80931859696187,0.36833333333333335
LLM,coling::49a2d576-81e8-4b16-889d-beb4a986f322,чужие хапаксы,0.7975240437234272,0.38000000000000006
LLM,coling::724b2f69-4d19-4d08-9bbd-53e0153760b2,исходный,0.7864944269961688,0.39166666666666666
LLM,coling::724b2f69-4d19-4d08-9bbd-53e0153760b2,тема вписана,0.8377664293467394,0.3216666666666667
LLM,coling::724b2f69-4d19-4d08-9bbd-53e0153760b2,меньше мыслей,0.6887568966201577,0.5416666666666666
LLM,coling::724b2f69-4d19-4d08-9bbd-53e0153760b2,одна тема,0.7865860986112253,0.4116666666666666
LLM,coling::724b2f69-4d19-4d08-9bbd-53e0153760b2,беднее словарь,0.7870628873952875,0.38833333333333336
LLM,coling::724b2f69-4d19-4d08-9bbd-53e0153760b2,без синонимов,0.7533171945289284,0.45
LLM,coling::724b2f69-4d19-4d08-9bbd-53e0153760b2,термин в той же обёртке,0.7610506940725031,0.4266666666666667
LLM,coling::724b2f69-4d19-4d08-9bbd-53e0153760b2,каждое предложение о своём,0.8769349120890827,0.28
LLM,coling::724b2f69-4d19-4d08-9bbd-53e0153760b2,богаче словарь,0.8031745898748297,0.37000000000000005
LLM,coling::724b2f69-4d19-4d08-9bbd-53e0153760b2,ни одного слова дважды,0.8081408899856947,0.385
LLM,coling::724b2f69-4d19-4d08-9bbd-53e0153760b2,редкие синонимы,0.7986160209272288,0.36833333333333335
LLM,coling::724b2f69-4d19-4d08-9bbd-53e0153760b2,художественный стиль,0.8556209350093252,0.30000000000000004
LLM,coling::724b2f69-4d19-4d08-9bbd-53e0153760b2,анафора,0.7551596580512204,0.4816666666666667
LLM,coling::724b2f69-4d19-4d08-9bbd-53e0153760b2,поле: значение,0.8175265316584343,0.36000000000000004
LLM,coling::724b2f69-4d19-4d08-9bbd-53e0153760b2,перемешивание,0.7990999672083564,0.375
LLM,coling::724b2f69-4d19-4d08-9bbd-53e0153760b2,чужие хапаксы,0.8085109594507341,0.365
LLM,coling::6d5e183d-832b-4aa4-a6e2-563f242380e3,исходный,0.8119694782344328,0.33666666666666667
LLM,coling::6d5e183d-832b-4aa4-a6e2-563f242380e3,меньше мыслей,0.741240223027043,0.4383333333333333
LLM,coling::6d5e183d-832b-4aa4-a6e2-563f242380e3,одна тема,0.8190726451992917,0.3383333333333334
LLM,coling::6d5e183d-832b-4aa4-a6e2-563f242380e3,беднее словарь,0.7859134391288495,0.40166666666666667
LLM,coling::6d5e183d-832b-4aa4-a6e2-563f242380e3,термин в той же обёртке,0.7139900774020015,0.5116666666666666
LLM,coling::6d5e183d-832b-4aa4-a6e2-563f242380e3,каждое предложение о своём,0.8754843629522547,0.2733333333333334
LLM,coling::6d5e183d-832b-4aa4-a6e2-563f242380e3,богаче словарь,0.8475438603454023,0.3016666666666667
LLM,coling::6d5e183d-832b-4aa4-a6e2-563f242380e3,редкие синонимы,0.8199094639561609,0.34166666666666673
LLM,coling::6d5e183d-832b-4aa4-a6e2-563f242380e3,художественный стиль,0.8568843257545526,0.29833333333333334
LLM,coling::6d5e183d-832b-4aa4-a6e2-563f242380e3,анафора,0.837424289060729,0.3216666666666667
LLM,coling::6d5e183d-832b-4aa4-a6e2-563f242380e3,поле: значение,0.8096230324951138,0.36000000000000004
LLM,coling::6d5e183d-832b-4aa4-a6e2-563f242380e3,перемешивание,0.8293008211117866,0.32666666666666666
LLM,coling::6d5e183d-832b-4aa4-a6e2-563f242380e3,чужие хапаксы,0.8259804917525705,0.3233333333333333
LLM,coling::23d0bd02-f2a0-4752-971c-cac75280ef8f,исходный,0.7788106448889582,0.43333333333333335
LLM,coling::23d0bd02-f2a0-4752-971c-cac75280ef8f,тема вписана,0.7948763590156177,0.42166666666666663
LLM,coling::23d0bd02-f2a0-4752-971c-cac75280ef8f,меньше мыслей,0.8012418048338179,0.38166666666666665
LLM,coling::23d0bd02-f2a0-4752-971c-cac75280ef8f,одна тема,0.7485667515604689,0.4633333333333334
LLM,coling::23d0bd02-f2a0-4752-971c-cac75280ef8f,беднее словарь,0.7400557910382449,0.455
LLM,coling::23d0bd02-f2a0-4752-971c-cac75280ef8f,без синонимов,0.7607979204063628,0.45
LLM,coling::23d0bd02-f2a0-4752-971c-cac75280ef8f,термин в той же обёртке,0.7468087321848182,0.4633333333333334
LLM,coling::23d0bd02-f2a0-4752-971c-cac75280ef8f,богаче словарь,0.7942308777220496,0.4033333333333333
LLM,coling::23d0bd02-f2a0-4752-971c-cac75280ef8f,ни одного слова дважды,0.7995451874196791,0.40166666666666667
LLM,coling::23d0bd02-f2a0-4752-971c-cac75280ef8f,редкие синонимы,0.7773587010017597,0.4183333333333333
LLM,coling::23d0bd02-f2a0-4752-971c-cac75280ef8f,художественный стиль,0.8384543465970288,0.35000000000000003
LLM,coling::23d0bd02-f2a0-4752-971c-cac75280ef8f,анафора,0.7712541594651379,0.4583333333333333
LLM,coling::23d0bd02-f2a0-4752-971c-cac75280ef8f,поле: значение,0.7374427629348114,0.5766666666666667
LLM,coling::23d0bd02-f2a0-4752-971c-cac75280ef8f,перемешивание,0.756020407031763,0.4583333333333333
LLM,coling::23d0bd02-f2a0-4752-971c-cac75280ef8f,чужие хапаксы,0.7538479291544551,0.4466666666666666
LLM,coling::65648d18-be4d-475d-bcab-2fbcdb8ade2d,исходный,0.837950358581871,0.325
LLM,coling::65648d18-be4d-475d-bcab-2fbcdb8ade2d,тема вписана,0.8296321489823834,0.315
LLM,coling::65648d18-be4d-475d-bcab-2fbcdb8ade2d,меньше мыслей,0.7142949898496695,0.49
LLM,coling::65648d18-be4d-475d-bcab-2fbcdb8ade2d,одна тема,0.8065894077417095,0.41500000000000004
LLM,coling::65648d18-be4d-475d-bcab-2fbcdb8ade2d,беднее словарь,0.8096641072018685,0.3933333333333333
LLM,coling::65648d18-be4d-475d-bcab-2fbcdb8ade2d,без синонимов,0.776212033589979,0.465
LLM,coling::65648d18-be4d-475d-bcab-2fbcdb8ade2d,термин в той же обёртке,0.7899592851655713,0.40666666666666673
LLM,coling::65648d18-be4d-475d-bcab-2fbcdb8ade2d,каждое предложение о своём,0.895844538952799,0.2333333333333333
LLM,coling::65648d18-be4d-475d-bcab-2fbcdb8ade2d,богаче словарь,0.9246675825593559,0.17500000000000002
LLM,coling::65648d18-be4d-475d-bcab-2fbcdb8ade2d,ни одного слова дважды,0.8619331814724834,0.2866666666666667
LLM,coling::65648d18-be4d-475d-bcab-2fbcdb8ade2d,редкие синонимы,0.8379181772453098,0.3316666666666667
LLM,coling::65648d18-be4d-475d-bcab-2fbcdb8ade2d,художественный стиль,0.8719116903019591,0.28833333333333333
LLM,coling::65648d18-be4d-475d-bcab-2fbcdb8ade2d,анафора,0.8264120968179846,0.3833333333333333
LLM,coling::65648d18-be4d-475d-bcab-2fbcdb8ade2d,поле: значение,0.8742387609702331,0.27999999999999997
LLM,coling::65648d18-be4d-475d-bcab-2fbcdb8ade2d,перемешивание,0.8343556797226096,0.33166666666666667
LLM,coling::65648d18-be4d-475d-bcab-2fbcdb8ade2d,чужие хапаксы,0.8338766633022873,0.32
LLM,coling::6ea6d618-d59e-455d-a265-490e14187344,исходный,0.7587504042640711,0.44166666666666665
LLM,coling::6ea6d618-d59e-455d-a265-490e14187344,тема вписана,0.7876402647184527,0.41333333333333333
LLM,coling::6ea6d618-d59e-455d-a265-490e14187344,меньше мыслей,0.6971220931129416,0.5333333333333333
LLM,coling::6ea6d618-d59e-455d-a265-490e14187344,одна тема,0.7660048014727314,0.44
LLM,coling::6ea6d618-d59e-455d-a265-490e14187344,беднее словарь,0.7508652535964778,0.4583333333333333
LLM,coling::6ea6d618-d59e-455d-a265-490e14187344,без синонимов,0.7487836391804404,0.47833333333333333
LLM,coling::6ea6d618-d59e-455d-a265-490e14187344,термин в той же обёртке,0.7730156493383499,0.4266666666666667
LLM,coling::6ea6d618-d59e-455d-a265-490e14187344,каждое предложение о своём,0.8517508040053433,0.3316666666666667
LLM,coling::6ea6d618-d59e-455d-a265-490e14187344,богаче словарь,0.8299386375541081,0.37166666666666665
LLM,coling::6ea6d618-d59e-455d-a265-490e14187344,ни одного слова дважды,0.803083027823662,0.3833333333333333
LLM,coling::6ea6d618-d59e-455d-a265-490e14187344,редкие синонимы,0.7806891759020956,0.4116666666666666
LLM,coling::6ea6d618-d59e-455d-a265-490e14187344,художественный стиль,0.8627603629648295,0.30666666666666664
LLM,coling::6ea6d618-d59e-455d-a265-490e14187344,анафора,0.7867630667895348,0.49
LLM,coling::6ea6d618-d59e-455d-a265-490e14187344,поле: значение,0.8131586594315555,0.3866666666666667
LLM,coling::6ea6d618-d59e-455d-a265-490e14187344,перемешивание,0.7762884231369945,0.4383333333333333
LLM,coling::6ea6d618-d59e-455d-a265-490e14187344,чужие хапаксы,0.8018939861106005,0.395
LLM,coling::37e384a6-d2b8-444e-ac7f-d4288c173442,исходный,0.7933194337433386,0.37666666666666665
LLM,coling::37e384a6-d2b8-444e-ac7f-d4288c173442,тема вписана,0.8262257891446717,0.3333333333333333
LLM,coling::37e384a6-d2b8-444e-ac7f-d4288c173442,меньше мыслей,0.7529874372857774,0.4633333333333333
LLM,coling::37e384a6-d2b8-444e-ac7f-d4288c173442,одна тема,0.7989703184014575,0.37166666666666665
LLM,coling::37e384a6-d2b8-444e-ac7f-d4288c173442,беднее словарь,0.7943922561789397,0.39666666666666667
LLM,coling::37e384a6-d2b8-444e-ac7f-d4288c173442,без синонимов,0.7816980744873095,0.4166666666666667
LLM,coling::37e384a6-d2b8-444e-ac7f-d4288c173442,термин в той же обёртке,0.8007530217226378,0.36999999999999994
LLM,coling::37e384a6-d2b8-444e-ac7f-d4288c173442,каждое предложение о своём,0.8919679299509254,0.23666666666666666
LLM,coling::37e384a6-d2b8-444e-ac7f-d4288c173442,богаче словарь,0.9337370155104229,0.1416666666666667
LLM,coling::37e384a6-d2b8-444e-ac7f-d4288c173442,редкие синонимы,0.8056009072339191,0.37166666666666665
LLM,coling::37e384a6-d2b8-444e-ac7f-d4288c173442,художественный стиль,0.8905080521400035,0.22999999999999998
LLM,coling::37e384a6-d2b8-444e-ac7f-d4288c173442,анафора,0.8276320134559012,0.365
LLM,coling::37e384a6-d2b8-444e-ac7f-d4288c173442,поле: значение,0.8030534328215907,0.3666666666666667
LLM,coling::37e384a6-d2b8-444e-ac7f-d4288c173442,перемешивание,0.7961031712164072,0.38166666666666665
LLM,coling::37e384a6-d2b8-444e-ac7f-d4288c173442,чужие хапаксы,0.7956468099688788,0.37333333333333335
LLM,coling::5895f991-9d37-49fe-9f39-eeff324a797c,исходный,0.8340265832602686,0.34
LLM,coling::5895f991-9d37-49fe-9f39-eeff324a797c,тема вписана,0.8491643949769774,0.2916666666666667
LLM,coling::5895f991-9d37-49fe-9f39-eeff324a797c,меньше мыслей,0.8146354585981941,0.375
LLM,coling::5895f991-9d37-49fe-9f39-eeff324a797c,одна тема,0.8184753859697738,0.3633333333333333
LLM,coling::5895f991-9d37-49fe-9f39-eeff324a797c,беднее словарь,0.8117229053058553,0.3633333333333333
LLM,coling::5895f991-9d37-49fe-9f39-eeff324a797c,без синонимов,0.7986303579227108,0.3833333333333333
LLM,coling::5895f991-9d37-49fe-9f39-eeff324a797c,термин в той же обёртке,0.8161596692175569,0.36999999999999994
LLM,coling::5895f991-9d37-49fe-9f39-eeff324a797c,каждое предложение о своём,0.9089508181618055,0.21166666666666667
LLM,coling::5895f991-9d37-49fe-9f39-eeff324a797c,богаче словарь,0.8561532196590665,0.305
LLM,coling::5895f991-9d37-49fe-9f39-eeff324a797c,ни одного слова дважды,0.9388675183780237,0.16
LLM,coling::5895f991-9d37-49fe-9f39-eeff324a797c,редкие синонимы,0.8638651528355489,0.3033333333333333
LLM,coling::5895f991-9d37-49fe-9f39-eeff324a797c,художественный стиль,0.8833577293657008,0.24666666666666667
LLM,coling::5895f991-9d37-49fe-9f39-eeff324a797c,анафора,0.8118261124010133,0.39666666666666667
LLM,coling::5895f991-9d37-49fe-9f39-eeff324a797c,поле: значение,0.8411688260317506,0.335
LLM,coling::5895f991-9d37-49fe-9f39-eeff324a797c,перемешивание,0.8218333450834744,0.34833333333333333
LLM,coling::5895f991-9d37-49fe-9f39-eeff324a797c,чужие хапаксы,0.8376982707429509,0.3216666666666667
LLM,coling::a9b058a8-5ce8-448f-820a-6ffba6409219,исходный,0.819962350193383,0.3833333333333333
LLM,coling::a9b058a8-5ce8-448f-820a-6ffba6409219,тема вписана,0.8018012668200657,0.36999999999999994
LLM,coling::a9b058a8-5ce8-448f-820a-6ffba6409219,меньше мыслей,0.6822537790073052,0.6083333333333333
LLM,coling::a9b058a8-5ce8-448f-820a-6ffba6409219,одна тема,0.7911074143383526,0.445
LLM,coling::a9b058a8-5ce8-448f-820a-6ffba6409219,беднее словарь,0.8031094103306126,0.425
LLM,coling::a9b058a8-5ce8-448f-820a-6ffba6409219,без синонимов,0.7879505914540887,0.42
LLM,coling::a9b058a8-5ce8-448f-820a-6ffba6409219,термин в той же обёртке,0.7392070133985985,0.48333333333333334
LLM,coling::a9b058a8-5ce8-448f-820a-6ffba6409219,каждое предложение о своём,0.8749242544389588,0.2866666666666667
LLM,coling::a9b058a8-5ce8-448f-820a-6ffba6409219,богаче словарь,0.8454990010442652,0.3416666666666666
LLM,coling::a9b058a8-5ce8-448f-820a-6ffba6409219,ни одного слова дважды,0.8454195246481531,0.35333333333333333
LLM,coling::a9b058a8-5ce8-448f-820a-6ffba6409219,художественный стиль,0.8736744359708944,0.28
LLM,coling::a9b058a8-5ce8-448f-820a-6ffba6409219,анафора,0.7919423801822986,0.42333333333333334
LLM,coling::a9b058a8-5ce8-448f-820a-6ffba6409219,поле: значение,0.8196559403380678,0.345
LLM,coling::a9b058a8-5ce8-448f-820a-6ffba6409219,перемешивание,0.8141842469297845,0.36000000000000004
LLM,coling::a9b058a8-5ce8-448f-820a-6ffba6409219,чужие хапаксы,0.8106711447851223,0.36833333333333335
LLM,coling::1770be09-c92d-43e3-ab15-7b7318ca2f96,исходный,0.821949361630191,0.36000000000000004
LLM,coling::1770be09-c92d-43e3-ab15-7b7318ca2f96,меньше мыслей,0.6158797034604709,0.5949999999999999
LLM,coling::1770be09-c92d-43e3-ab15-7b7318ca2f96,одна тема,0.7528737037365424,0.4266666666666667
LLM,coling::1770be09-c92d-43e3-ab15-7b7318ca2f96,термин в той же обёртке,0.7743207680524841,0.43333333333333335
LLM,coling::1770be09-c92d-43e3-ab15-7b7318ca2f96,каждое предложение о своём,0.9095553201893335,0.2333333333333333
LLM,coling::1770be09-c92d-43e3-ab15-7b7318ca2f96,богаче словарь,0.8649524802566145,0.30333333333333334
LLM,coling::1770be09-c92d-43e3-ab15-7b7318ca2f96,редкие синонимы,0.8473348881238943,0.3033333333333333
LLM,coling::1770be09-c92d-43e3-ab15-7b7318ca2f96,художественный стиль,0.8779729573881583,0.25333333333333335
LLM,coling::1770be09-c92d-43e3-ab15-7b7318ca2f96,анафора,0.7584715912004517,0.465
LLM,coling::1770be09-c92d-43e3-ab15-7b7318ca2f96,поле: значение,0.8094078446304477,0.36166666666666664
LLM,coling::1770be09-c92d-43e3-ab15-7b7318ca2f96,перемешивание,0.812064336682417,0.38000000000000006
LLM,coling::1770be09-c92d-43e3-ab15-7b7318ca2f96,чужие хапаксы,0.8167787504772308,0.365
LLM,coling::3dd39352-d471-4ab9-bd50-b7345fc1d97c,исходный,0.8253902473969758,0.33
